age,workclass,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
44,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,0,0,37,United-States,<=50K
23,Private,Assoc-voc,Divorced,Tech-support,Unmarried,White,Female,0,0,32,United-States,<=50K
33,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,1835,39,United-States,<=50K
25,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,Black,Female,1,0,40,United-States,<=50K
18,Private,10th,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K
42,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,1,1887,45,United-States,>50K
62,Private,HS-grad,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,39,United-States,<=50K
38,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,45,United-States,<=50K
29,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,36,United-States,<=50K
42,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,54,United-States,>50K
20,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,1,1699,40,United-States,<=50K
40,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,1,0,50,United-States,<=50K
20,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Male,0,0,36,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,2,0,61,United-States,<=50K
68,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,6,United-States,>50K
39,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,0,0,39,United-States,<=50K
41,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
17,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,<=50K
39,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,99609,0,62,United-States,>50K
41,Self-emp-not-inc,Prof-school,Divorced,Sales,Husband,White,Male,2,0,59,United-States,>50K
35,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,7581,0,40,United-States,>50K
40,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,1,0,34,United-States,<=50K
30,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,32,United-States,>50K
31,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,34,United-States,<=50K
55,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2007,49,United-States,>50K
35,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,53,United-States,<=50K
57,Private,HS-grad,Widowed,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
45,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,31,United-States,>50K
63,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,47,United-States,>50K
61,Private,HS-grad,Divorced,Transport-moving,Other-relative,White,Male,0,0,30,United-States,<=50K
61,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Female,1,0,19,United-States,<=50K
18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,1,0,20,United-States,<=50K
68,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2,19,United-States,<=50K
41,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,7976,0,40,United-States,>50K
35,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
55,Private,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,>50K
36,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,3178,0,38,United-States,<=50K
18,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,<=50K
31,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,0,0,18,United-States,<=50K
39,Private,HS-grad,Divorced,Other-service,Other-relative,White,Male,0,0,50,United-States,<=50K
20,Private,Some-college,Never-married,Other-service,Own-child,Black,Male,0,0,17,United-States,<=50K
27,Private,Some-college,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,39,United-States,<=50K
24,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
34,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Female,7656,0,37,United-States,>50K
20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,28,United-States,<=50K
19,Private,10th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,32,United-States,<=50K
19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,29,United-States,<=50K
52,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,45,United-States,>50K
79,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,53,United-States,<=50K
32,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,1,0,36,United-States,<=50K
54,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,17,United-States,<=50K
24,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Male,0,0,34,United-States,<=50K
68,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2006,39,United-States,<=50K
30,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,31,United-States,<=50K
35,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,8,1983,39,United-States,>50K
53,Private,Some-college,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,45,United-States,<=50K
23,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,1,0,39,United-States,<=50K
27,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,6,United-States,<=50K
40,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,1,0,49,United-States,<=50K
64,Self-emp-not-inc,Masters,Widowed,Exec-managerial,Not-in-family,White,Female,3,0,49,United-States,<=50K
34,Private,10th,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,<=50K
26,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,3218,1739,45,United-States,<=50K
21,Private,Some-college,Never-married,Other-service,Own-child,Black,Male,0,0,28,United-States,<=50K
66,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,34,United-States,<=50K
28,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,2876,0,38,United-States,<=50K
26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,4002,0,19,United-States,<=50K
38,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,3,1860,29,United-States,<=50K
24,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,37,United-States,<=50K
43,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,60,United-States,>50K
80,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,<=50K
52,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,61,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,7544,0,50,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,60,United-States,>50K
45,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,1,0,35,United-States,<=50K
76,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,11,United-States,<=50K
33,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,61,United-States,>50K
41,Private,Some-college,Divorced,Handlers-cleaners,Own-child,Black,Male,1,0,39,United-States,<=50K
38,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,82,United-States,<=50K
36,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,56,United-States,<=50K
63,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,39,United-States,>50K
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,53,United-States,>50K
59,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,45,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,1885,40,United-States,<=50K
37,Private,HS-grad,Married-spouse-absent,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,36,United-States,<=50K
48,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,0,0,34,United-States,<=50K
25,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,>50K
26,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,2,0,49,United-States,<=50K
35,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,61,United-States,>50K
21,Private,Prof-school,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,7,Taiwan,<=50K
33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,39,United-States,<=50K
35,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,44,United-States,<=50K
32,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,>50K
66,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
54,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,39,United-States,<=50K
56,Private,HS-grad,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
46,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,3535,0,49,United-States,<=50K
21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,2,0,23,United-States,<=50K
22,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,33,United-States,<=50K
47,Private,Doctorate,Widowed,Prof-specialty,Not-in-family,White,Female,0,2,60,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,49,United-States,<=50K
26,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,1,0,26,United-States,<=50K
21,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,37,United-States,<=50K
33,Private,10th,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
27,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,1,0,36,United-States,<=50K
34,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,34,United-States,<=50K
55,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,99000,0,54,United-States,>50K
69,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,2,11,United-States,<=50K
59,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,2998,0,18,United-States,<=50K
29,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Female,2,0,31,United-States,<=50K
29,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,28,United-States,<=50K
49,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,45,United-States,>50K
33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,>50K
32,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,1,0,32,United-States,<=50K
72,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,1,0,19,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2027,60,United-States,>50K
32,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,3,0,39,United-States,>50K
33,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,3204,0,27,United-States,>50K
53,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,34,United-States,<=50K
42,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,16062,0,40,United-States,>50K
33,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,5319,0,49,United-States,<=50K
39,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,4,0,40,United-States,<=50K
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,29,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3323,0,39,United-States,<=50K
36,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,1900,50,United-States,>50K
43,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,19,United-States,<=50K
24,Private,11th,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,34,United-States,<=50K
27,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,96909,0,39,United-States,>50K
34,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,0,0,18,United-States,<=50K
52,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,27,United-States,<=50K
22,Private,HS-grad,Divorced,Sales,Wife,White,Female,0,0,20,United-States,<=50K
31,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,36,United-States,<=50K
22,Private,11th,Never-married,Exec-managerial,Own-child,White,Female,0,0,9,United-States,<=50K
36,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,2,0,44,United-States,<=50K
39,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,3,0,34,United-States,<=50K
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,56,United-States,<=50K
41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,3,0,59,United-States,<=50K
32,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,37,United-States,<=50K
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,4029,0,39,United-States,<=50K
56,Private,7th-8th,Widowed,Other-service,Not-in-family,White,Female,0,0,39,United-States,<=50K
43,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,14948,0,40,United-States,>50K
33,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,0,0,39,United-States,<=50K
23,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,32,United-States,<=50K
23,Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,38,0,39,United-States,<=50K
56,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,17,United-States,<=50K
21,Private,5th-6th,Never-married,Other-service,Unmarried,White,Female,0,0,36,Mexico,<=50K
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,2032,45,United-States,<=50K
19,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
38,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,49,United-States,>50K
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1929,56,United-States,>50K
34,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
52,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,39,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,8438,0,44,United-States,>50K
44,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,2,0,39,United-States,<=50K
24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,4152,0,40,United-States,<=50K
53,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,31,Mexico,<=50K
35,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0,1899,39,United-States,<=50K
51,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,14584,0,61,United-States,>50K
37,Private,Bachelors,Separated,Adm-clerical,Not-in-family,White,Female,1,0,35,United-States,<=50K
32,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,3173,0,40,United-States,<=50K
65,Private,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,36,United-States,<=50K
26,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,1,0,49,United-States,<=50K
34,Private,7th-8th,Never-married,Craft-repair,Not-in-family,White,Male,1,0,40,United-States,<=50K
41,Private,HS-grad,Separated,Craft-repair,Unmarried,Black,Male,3,0,39,United-States,<=50K
31,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,31,United-States,<=50K
39,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,1,0,40,United-States,<=50K
33,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,13701,0,19,United-States,<=50K
38,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,2,0,49,United-States,<=50K
40,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,3464,0,32,United-States,<=50K
38,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,2,0,40,United-States,<=50K
34,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
52,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
37,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,1,0,60,United-States,<=50K
35,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,44,United-States,>50K
34,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,5,0,54,United-States,<=50K
53,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K
62,Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,39,United-States,<=50K
42,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,1,0,34,United-States,<=50K
34,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
28,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,1,0,40,United-States,<=50K
28,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,28,United-States,<=50K
24,Private,9th,Never-married,Other-service,Not-in-family,White,Male,1,0,34,United-States,<=50K
54,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,60,United-States,>50K
17,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,27,United-States,<=50K
38,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50K
43,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,34,United-States,<=50K
57,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,6,0,40,United-States,<=50K
21,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,3,0,34,United-States,<=50K
60,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,34,United-States,<=50K
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1767,40,United-States,<=50K
53,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
55,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,United-States,>50K
59,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,>50K
40,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,1,0,31,United-States,<=50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,56,United-States,>50K
55,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,55,United-States,>50K
28,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,1,1658,36,United-States,<=50K
52,Private,HS-grad,Separated,Other-service,Not-in-family,White,Male,0,0,60,United-States,<=50K
55,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,4166,1671,61,United-States,<=50K
44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,1,0,44,United-States,>50K
32,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,1,2113,44,United-States,>50K
38,Private,Some-college,Divorced,Tech-support,Own-child,White,Male,0,0,39,United-States,<=50K
54,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,1,0,50,United-States,>50K
60,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,49,United-States,<=50K
17,Private,10th,Never-married,Sales,Own-child,White,Male,2,0,39,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,39,United-States,>50K
43,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,0,0,34,United-States,<=50K
30,Private,HS-grad,Divorced,Craft-repair,Own-child,White,Male,1,0,44,United-States,<=50K
40,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,3,0,60,United-States,>50K
38,Self-emp-not-inc,Bachelors,Divorced,Sales,Not-in-family,White,Male,0,0,56,United-States,<=50K
56,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,>50K
41,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,31,United-States,<=50K
38,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,37,United-States,<=50K
29,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,29,United-States,<=50K
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
36,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,3,0,39,United-States,>50K
55,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,18,United-States,<=50K
39,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,1,55,United-States,>50K
54,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0,0,50,United-States,<=50K
45,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,1924,83,United-States,>50K
17,Private,11th,Never-married,Exec-managerial,Own-child,White,Female,1,0,13,United-States,<=50K
56,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,99691,0,45,United-States,>50K
70,Private,10th,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,17,United-States,<=50K
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3713,1853,44,United-States,>50K
21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,1603,39,United-States,<=50K
26,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,1,0,39,United-States,<=50K
53,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,40,United-States,<=50K
22,Private,7th-8th,Never-married,Other-service,Other-relative,White,Male,0,0,29,United-States,<=50K
74,Private,Doctorate,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,2055,39,China,>50K
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,6,0,56,United-States,>50K
42,Private,Some-college,Divorced,Tech-support,Not-in-family,Black,Female,0,1591,39,United-States,<=50K
20,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,26,United-States,<=50K
59,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2706,0,31,United-States,>50K
36,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,7598,0,39,United-States,>50K
40,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,>50K
31,Private,11th,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,39,United-States,<=50K
28,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,36,United-States,<=50K
24,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Male,3,0,40,United-States,<=50K
54,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,2,0,35,United-States,<=50K
36,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37,United-States,<=50K
25,Private,Some-college,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,31,United-States,<=50K
34,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
35,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,7056,0,39,United-States,>50K
29,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
36,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,1,0,47,United-States,<=50K
43,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,12,1863,59,United-States,>50K
58,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,50,United-States,>50K
43,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,1900,59,United-States,>50K
61,Private,HS-grad,Widowed,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,<=50K
57,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,3,0,30,United-States,<=50K
32,Private,5th-6th,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,36,Mexico,<=50K
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,27,0,50,United-States,>50K
22,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,1883,31,United-States,<=50K
31,Private,Some-college,Divorced,Handlers-cleaners,Own-child,Black,Male,0,0,28,United-States,<=50K
57,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3462,0,60,United-States,>50K
37,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,8727,0,44,United-States,>50K
35,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,36,United-States,<=50K
26,Private,Bachelors,Never-married,Adm-clerical,Own-child,Black,Male,3,0,32,United-States,<=50K
37,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,99417,0,44,United-States,>50K
40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,27,United-States,<=50K
32,Private,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,19,United-States,<=50K
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,1,0,50,United-States,>50K
31,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K
